retailer,brand,model,product_url,image_url,colourway_shown,price_gbp,rrp_gbp,delivery_cost_gbp,landed_cost_gbp,over_budget,condition,one_off,seats,leg_rest,chaise_side,modular,overall_width_cm,overall_depth_cm,overall_height_cm,seat_depth_cm,seat_height_cm,arm_style,fabric,easy_clean,removable_covers,seat_filling,frame_material,warranty,returns_window,delivery_lead_time,review_score,review_count,notes
WB Furniture (Chorley clearance outlet),Ashley Manor,Large 4 Seater Sofa (prototype),https://www.wbfurniture.co.uk/ashley-manor-large-4-seater-sofa-in-pale-chenille-fabric.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/a/s/ashley-manor-xxl-4-seater-sofa-w6557_8__1.jpg,Pale chenille,899,1599,150,1049,no,ex-display,yes,4,none,,no,240,110,90,77,45,,Chenille,,,,,12 months,30 days,5-15 working days,,,"DEEPEST SOFA FOUND: 110cm overall, 77cm SEAT depth - beats the Raft Loft's proportions for leg support, in a pale neutral, 240cm wide (inside limit). No leg rest: add the Carmel footstool (GBP198) for GBP1097 + GBP150 delivery = GBP1247 landed, GBP47 over budget. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Danetti,Zoey 2 Seater Sofa,https://www.wbfurniture.co.uk/danetti-zoey-2-seater-sofa-kidney-shaped-small-sofa-in-pale-blue-velvet.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/d/a/danetti_zoey_2_seater_sofa_w6937_ph_3_.jpg,Pale blue velvet,548,999,150,698,no,clearance,yes,2,none,,no,190,100,76,68,44,,Velvet,,,,,12 months,30 days,5-15 working days,,,"Cheapest 100cm-deep 2 seater found, with a 68cm seat depth. Pair with the Carmel footstool (GBP198): GBP746 + GBP150 delivery = GBP896 landed - comfortably in budget and the strongest value combination in this whole search. Kidney-shaped, low 76cm back. Failed delivery with a small hole in the fabric on one side. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Danetti,Colton 2 Seater Sofa,https://www.wbfurniture.co.uk/danetti-colton-2-seater-sofa-in-ivory-chenille-with-adjustable-backrests.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/d/a/danetti-colton-fabric-sofa-w6962-ph_1_.jpg,Ivory chenille,899,1499,150,1049,no,ex-display,yes,2,none,,no,198,105,,,46,,Woven chenille,,,,,12 months,30 days,5-15 working days,,,"105cm deep with ADJUSTABLE backrests giving a 58-72cm seat depth - the 72cm setting matches the Loft's lounging depth. Height adjusts 78-100cm. Ivory neutral. No leg rest; + Carmel footstool GBP198 = GBP1097 + GBP150 = GBP1247 landed. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Danetti,Colton Right-Hand Corner Chaise Sofa,https://www.wbfurniture.co.uk/danetti-colton-right-hand-corner-chaise-sofa-in-ivory-woven-chenille-fabric.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/d/a/danetti-colton-corner-sofa-w6994-ph_5_.jpg,Ivory chenille,1549,2549,150,1699,yes,ex-display,yes,4+,chaise,right,no,306,105,,,46,,Woven chenille,,,,,12 months,30 days,5-15 working days,,,"Chaise version of the Colton. 105cm deep, seat depth adjustable 58-72cm, chaise 177cm long. FAILS width (306cm) and budget. Splits into two sections for delivery. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Whitemeadow / retailer-unbranded,Lena Wingback Large 3 Seater Sofa with Footstool,https://www.wbfurniture.co.uk/lena-wingback-sofa-large-3-seater-retro-couch-with-footstool-in-manolo-mist-velvet.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/l/e/lena-large-sofa-manolo-mist-w6608_1__1.jpg,Manolo Mist velvet,1095,1628,150,1245,yes,ex-display,yes,3,footstool,,no,197,90,107,,,,Velvet,,,,,12 months,30 days,5-15 working days,,,"Sofa AND matching footstool sold together (footstool 57x47x43cm). Only 90cm deep though - well short of the Loft. GBP1095 + GBP150 delivery = GBP1245 landed, just over budget; would be in budget at the Zone 2 GBP120 rate (GBP1215) or on collection. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Willow & Hall,Milbourne Corner Sofa Bed with Double Bed,https://www.wbfurniture.co.uk/willow-and-hall-milbourne-corner-sofa-bed-in-burgundy-house-velvet-with-double-bed.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/w/i/willow_and_hall_milbourne_corner_sofa_bed_w6455_25_.jpg,Burgundy House Velvet,1195,3727,150,1345,yes,clearance,yes,4+,chaise,reversible,no,260,92,97,56,49,,Velvet,,,,,12 months,30 days,5-15 working days,,,"The Willow & Hall clearance find - 68% off. Corner sofa bed with a double bed inside. FAILS width: 260x260cm, over the 250cm limit. 92cm deep, 56cm seat. Failed delivery with two visible fabric repairs on the back of the corner section. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),sofa.com,Aissa Large Chaise Sofa with Long Island Footstool,https://www.wbfurniture.co.uk/aissa-large-chaise-sofa-in-blue-house-basket-weave-fabric.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/a/i/aissa-chaise-sofa-w6309_4_.jpg,Blue House Basket Weave,1698,3140,150,1848,yes,ex-display,yes,4+,both,,no,277,97,91,60,54,,Basket weave,,,,,12 months,30 days,5-15 working days,,,"The main sofa.com clearance sofa. Chaise 162cm plus a Long Island footstool (88x72x45cm). FAILS width (277cm) and budget. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),sofa.com,Carmel Medium Square Footstool,https://www.wbfurniture.co.uk/carmel-medium-square-footstool-in-herringbone-fabric-teal.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/s/o/sofa_dot_com_carmel_footstool_w6279_1_.jpg,Teal herringbone,198,570,120,318,no,ex-display,yes,0,footstool,,no,75,75,41,,,,Herringbone,,,,,12 months,30 days,5-15 working days,,,"LEG REST ONLY. 75x75cm sofa.com footstool at 65% off - the cheapest way to add a leg rest to any of the WB sofas above, and WB charges delivery once per order so it adds nothing to the delivery cost. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Snug,The Rebel 1.5 Seater Snuggler Chair,https://www.wbfurniture.co.uk/snug-sofa-the-rebel-snuggler-chair-with-removable-arms-and-back-in-blue-velvet.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/s/n/snug-the-rebel-snuggler-blue-w6575_4__1.jpg,Blue velvet,398,799,120,518,no,clearance,yes,1.5,none,,yes,118,88,90,60,50,,Velvet,,,,,12 months,30 days,5-15 working days,,,"SNUG stock (brand-new overstock) surfacing at WB after Snug's administration - snugsofa.com's own storefront is currently offline. Modular with removable arms/back, so two of these make a 3-seat run, but 88cm deep and no chaise module here. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Sofa Club,Dreamer Pebble Snuggler Chair (prototype),https://www.wbfurniture.co.uk/sofa-club-dreamer-pebble-snuggle-chair-prototype-armchair-in-linen-fabric.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/s/o/sofa-club-snuggler-chair-w6552_16__1.jpg,Linen,545,1295,120,665,no,ex-display,yes,1.5,none,,no,132,112,82,79,46,,Linen,,,,,12 months,30 days,5-15 working days,,,"112cm DEEP - exactly the Raft Loft's depth - with a huge 79cm seat and a low 82cm back. The single closest thing to the reference found anywhere in this search, but it is a snuggler chair, not a 2 seater, so it fails the seat count. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Whitemeadow,Windermere Snuggler Chair,https://www.wbfurniture.co.uk/windermere-snuggler-chair-in-linen-look-fabric-soft-seats-modular-large-armchair.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/m/a/maine-snuggler-chair-w6607_3_.jpg,Linen-look,695,1402,150,845,no,ex-display,yes,1.5,none,,no,156,110,92,,,,Linen-look fabric,,,,,12 months,30 days,5-15 working days,,,"110cm deep, 156cm wide modular snuggler. Two would exceed the width limit; one alone is under 2 seats. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Danetti,Teagan Large 3 Seater Sofa,https://www.wbfurniture.co.uk/danetti-teagan-large-3-seater-sofa-in-champagne-fabric.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/d/a/danetti-teagan-sofa-w6973-ph_5_.jpg,Champagne,899,1799,150,1049,no,clearance,yes,3,none,,no,231,97,79,60,47,,Velvet,,,,,12 months,30 days,5-15 working days,,,"97cm deep, low 79cm back, neutral champagne, 231cm wide. Slight second - visible mark on the middle seat. + Carmel footstool = GBP1097 + GBP150 = GBP1247 landed. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Whitemeadow / retailer-unbranded,Morris 4 Seater Sofa,https://www.wbfurniture.co.uk/morris-4-seater-sofa-in-beige-wool-texture-fabric.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/p/e/penryn-or-howard-sofa-w6882_3__1.jpg,Beige wool texture,948,2599,150,1098,no,ex-display,yes,4,none,,no,215,98,101,60,48,,Wool texture,,,,,12 months,30 days,5-15 working days,,,"63% off. Beige neutral, 98cm deep, 215cm wide, 60cm seat. Photographic model for a fabric range. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Whitemeadow / retailer-unbranded,Mottram Large Sofa,https://www.wbfurniture.co.uk/mottram-large-silver-velvet-sofa-with-medallion-design.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/m/o/mottram-sofa_3_.jpg,Silver velvet,795,1649,150,945,no,ex-display,yes,3,none,,no,222,100,87,,,,Velvet,,,,,12 months,30 days,5-15 working days,,,"100cm deep and 222cm wide. Brand-new overstock sold as ex-display. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Whitemeadow / retailer-unbranded,Michigan Large Chaise Sofa with Footstool,https://www.wbfurniture.co.uk/michigan-large-chaise-sofa-in-soft-blue-cotton-slub-fabric-with-footstool.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/m/i/michigan_chaise_sofa_in_blue_w6391_3_.jpg,Soft blue cotton slub,1825,3228,150,1975,yes,ex-display,yes,4+,both,,no,308,101,89,68,48,,Cotton slub,,,,,12 months,30 days,5-15 working days,,,"101cm deep with a 68cm seat, chaise 164cm, plus an 85x62x48cm footstool. Right shape, wrong numbers: fails width (308cm) and budget. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Saltaire,Saltaire Medium Sofa,https://www.wbfurniture.co.uk/saltaire-medium-sofa-in-dark-grey-boucle-fabric.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/s/a/saltaire-sofa-w5668_2_.jpg,Dark grey boucle,1046,,150,1196,no,new,yes,2,none,,no,171,91,84,,,,Boucle,,,,,12 months,30 days,5-15 working days,,,"Made to order (6-14 weeks), not clearance stock, so no one-off discount. 91cm deep. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
WB Furniture (Chorley clearance outlet),Whitemeadow / retailer-unbranded,Lazy Snuggler Chair,https://www.wbfurniture.co.uk/lazy-snuggler-chair-in-beige-boucle-fabric-with-tan-leather-trim-made-to-order.html,https://www.wbfurniture.co.uk/media/catalog/product/cache/6b1c09900b407c50fce2db5e66ebc123/j/o/john-lewis-laze-sofa-chairs-w4580_16__1_1.jpg,Beige boucle with tan leather trim,1099,,150,1249,yes,new,yes,1.5,none,,no,127,107,84,,,,Boucle,,,,,12 months,30 days,5-15 working days,,,"107cm deep made-to-order snuggler in a beige boucle - very close to the reference look, but a single-and-a-half seat and no leg rest. Delivery = WB Zone 3 large-furniture rate GBP150 (Chorley->London); Zone 2 would be GBP120 and delivery is charged once per order, not per item."
Dusk,DUSK,Sloane Left Hand Storage Chaise Sofa,https://dusk.com/products/sloane-left-hand-chaise-sofa-midnight,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/sloane-left-hand-storage-chaise-sofa-midnight-628983.jpg,Midnight matte velvet,559,799,included,559,no,new,no,3,chaise,left,no,238,161,89,62,65,,Matte velvet,,,,"Plywood, laminated veneer lumber",,,3-5 days,,,"CHEAPEST QUALIFYING SOFA IN THE WHOLE SEARCH. 3 seats, built-in chaise, 238cm wide (inside limit), GBP559 landed with free delivery - less than half the budget. 62cm seat depth and chaise storage underneath. Back cushions described as a firm down-like feel. Overall 161cm front-to-back is the L-shape footprint, not the sofa body. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
Dusk,DUSK,Sloane Right Hand Storage Chaise Sofa,https://dusk.com/products/sloane-right-hand-chaise-olive,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/sloane-right-hand-storage-chaise-sofa-olive-885888.jpg,Olive velvet,799,,included,799,no,new,no,3,chaise,right,no,241,161,89,62,65,,Matte velvet,,,,"Plywood, laminated veneer lumber",,,3-5 days,,,"Right-hand mirror of the Sloane chaise, in olive. 241cm wide, still inside the limit. Storage under the chaise. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
Dusk,DUSK,Sloane Left Hand Corner Sofa,https://dusk.com/products/sloane-left-hand-corner-sofa-midnight,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/sloane-left-corner-sofa-midnight-233221.jpg,Midnight matte velvet,573,849,included,573,no,new,no,4,chaise,left,no,,,,,,,Matte velvet,,,,,,,3-5 days,,,"Corner (rather than chaise) version of the Sloane at GBP573. Dusk does not publish overall dimensions on this listing, so width cannot be checked against the 250cm limit. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
Dusk,DUSK,Bondi Small Corner Sofa,https://dusk.com/products/bondi-small-corner-sofa-cappuccino,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/bondi-small-corner-sofa-cappuccino-5547895.jpg,Cappuccino velvet,849,,included,849,no,new,no,3,chaise,right,no,179,179,68,60,,,Velvet,,,,,,,3-5 days,,,"CLOSEST SILHOUETTE TO THE RAFT LOFT: only 68cm high, 60cm seat depth, neutral cappuccino, and a compact 179cm square footprint. Low and deep is exactly the reference look. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
Dusk,DUSK,Miami Small Chaise Sofa,https://dusk.com/products/miami-small-chaise-sofa-chenille-olive,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/miami-small-chaise-sofa-chenille-olive-3105092.jpg,Chenille Olive,749,,included,749,no,new,no,2,footstool,reversible,no,188.5,164,84,,,,Chenille,,,,,,,3-5 days,,,"IMPORTANT: Dusk states the chaise look is created with a MOVEABLE POUFFE, not a fixed chaise - so the leg rest can sit either side. 188.5cm wide keeps it well inside the limit. Seat depth not published for this size. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
Dusk,DUSK,Miami Left Hand Chaise Sofa,https://dusk.com/products/miami-left-hand-chaise-chenille-oatmeal,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/miami-left-hand-chaise-sofa-chenille-oatmeal-8264457.jpg,Chenille Oatmeal,899,,included,899,no,new,no,3,footstool,left,no,267,164,84,,,,Chenille,,,,,,,3-5 days,,,Larger Miami. FAILS WIDTH at 267cm. Deep seat cushions; leg rest is again a moveable pouffe. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes.
Dusk,DUSK,Miami Pouffe,https://dusk.com/products/miami-pouffe-chenille-oatmeal,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/miami-pouffe-chenille-oatmeal-8284060.jpg,Chenille Oatmeal,199,,included,199,no,new,no,0,footstool,,no,94,70,43,,,,Chenille,,,,,,,3-5 days,,,LEG REST ONLY. The 94x70cm pouffe that forms the Miami chaise - can be bought separately to add a leg rest to any Dusk sofa. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes.
Dusk,DUSK,Brooklyn Small Corner Sofa,https://dusk.com/products/brooklyn-small-corner-sofa-chenille-ivory,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/brooklyn-small-corner-sofa-chenille-ivory-3662254.jpg,Chenille Ivory,799,,included,799,no,new,no,3,chaise,reversible,no,194.5,194.5,82.5,56,,,Chenille,,,,,,,3-5 days,,,Ivory neutral with deep cushions and matching scatters. Corner section can be configured left or right. Compact 194.5cm square footprint. 56cm seat is on the shallow side. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes.
Dusk,DUSK,Brooklyn Small Left Hand L-Shape Sofa,https://dusk.com/products/brooklyn-small-l-shape-left-hand-corner-cappuccino,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/brooklyn-small-left-hand-l-shape-sofa-cappuccino-3986117.jpg,Cappuccino velvet,999,,included,999,no,new,no,4,chaise,left,no,267.5,194.5,82.5,73,,,Velvet,,,,"Solid wood, P2 plywood",,,3-5 days,,,"73cm SEAT DEPTH - the deepest seat of any in-budget sofa found, and in a neutral cappuccino. FAILS WIDTH at 267.5cm, which is the only thing ruling it out. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
Dusk,DUSK,Porto 2 Seater Modular Sofa,https://dusk.com/products/porto-2-seater-modular-sofa-boucle-ivory,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/porto-2-seater-modular-sofa-boucle-ivory-3303578.jpg,Boucle Ivory,629,,included,629,no,new,no,2,none,,yes,168,94,76,60,,,Boucle,,,,"Plywood, LVL",,,3-5 days,,,Modular boucle in ivory with high sides and soft edges - visually the nearest Dusk gets to the Loft. No leg rest on its own; add the Porto Pouffe or a chaise module. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes.
Dusk,DUSK,Porto Right Hand Modular Chaise,https://dusk.com/products/porto-right-hand-modular-chaise-boucle-ivory,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/porto-right-hand-modular-chaise-boucle-ivory-3829350.jpg,Boucle Ivory,899,,included,899,no,new,no,3,chaise,right,yes,272,165,76,60,,,Boucle,,,,"Plywood, LVL",,,3-5 days,,,"Extra-wide modular boucle chaise, low 76cm back, seat depth 60cm rising to 135cm across the chaise. FAILS WIDTH at 272cm. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
Dusk,DUSK,Soho Left Hand Corner Sofa,https://dusk.com/products/soho-left-hand-corner-sofa-dark-olive,https://cdn.shopify.com/s/files/1/0685/4010/5001/files/soho-left-hand-corner-sofa-dark-olive-573514.jpg,Dark Olive matte velvet,629,899,included,629,no,new,no,4,chaise,left,no,248,174.5,85,54,47,,Matte velvet,,,,"Plywood, laminated veneer lumber",,,3-5 days,,,"4 seats and a corner for GBP629 delivered, at 248cm just inside the width limit. Only a 54cm seat though, and a low 47cm seat height. Dusk large-box standard delivery is FREE (paid slots only if you want to pick the date). Flat-packed in boxes."
