retailer,brand,model,product_url,image_url,colourway_shown,price_gbp,rrp_gbp,delivery_cost_gbp,landed_cost_gbp,over_budget,condition,one_off,seats,leg_rest,chaise_side,modular,overall_width_cm,overall_depth_cm,overall_height_cm,seat_depth_cm,seat_height_cm,arm_style,fabric,easy_clean,removable_covers,seat_filling,frame_material,warranty,returns_window,delivery_lead_time,review_score,review_count,notes
IKEA,IKEA,HYLTARP 2-seat sofa + KIVIK footstool with storage,https://www.ikea.com/gb/en/p/hyltarp-2-seat-sofa-gransel-natural-s19489613/,https://www.ikea.com/gb/en/images/products/hyltarp-2-seat-sofa-gransel-natural__1577684_pe1033431_s5.jpg,Gransel natural / Tibbleby beige-grey,849,,40,889,no,new,no,2,footstool,,no,182,93,91,60,48,,,,yes,foam,"Solid wood, particleboard, plywood, fibreboard, LVL, polyurethane foam",10 years,,,4.4,72,"Combination priced by me: HYLTARP 2-seat sofa GBP699 (W182 D93, height incl. back cushions 91, back height 82, seat depth 60, seat height 48, armrest width 11) + KIVIK footstool with storage GBP150 - cross-range, HYLTARP has no footstool. Width/depth quoted are the sofa only. HYLTARP 3-seat + chaise longue is 262cm wide, over the 250cm limit. IKEA UK home delivery priced from the published table on ikea.com/gb/en/customer-service/services/delivery/: heavy/fragile tier - individual box over 25 kg = GBP40 standard."
IKEA,IKEA,HYLTARP 3-seat sofa + KIVIK footstool with storage,https://www.ikea.com/gb/en/p/hyltarp-3-seat-sofa-gransel-natural-s09489637/,https://www.ikea.com/gb/en/images/products/hyltarp-3-seat-sofa-gransel-natural__1577698_pe1033445_s5.jpg,Gransel natural / Tibbleby beige-grey,949,,40,989,no,new,no,3,footstool,,no,232,93,91,60,48,,,,yes,foam,"Solid wood, particleboard, plywood, fibreboard, LVL, polyurethane foam",10 years,,,4.1,139,"Combination priced by me: HYLTARP 3-seat sofa GBP799 (W232 D93 H91, seat depth 60) + KIVIK footstool with storage GBP150 (cross-range). Width/depth quoted are the sofa only. IKEA UK home delivery priced from the published table on ikea.com/gb/en/customer-service/services/delivery/: heavy/fragile tier - individual box over 25 kg = GBP40 standard."
IKEA,IKEA,APPLARYD 2-seat sofa + KIVIK footstool with storage,https://www.ikea.com/gb/en/p/aepplaryd-2-seat-sofa-lejde-grey-black-00506231/,https://www.ikea.com/gb/en/images/products/aepplaryd-2-seat-sofa-lejde-grey-black__1577349_pe1033130_s5.jpg,Lejde grey-black / Tibbleby beige-grey,949,,40,989,no,new,no,2,footstool,,yes,199,93,82,61,47,,"71% cotton, 21% polyester (100% recycled), 8% viscose/rayon",,yes,foam,"LVL, solid wood, plywood, particleboard, high-resilience cold foam, fibreboard",10 years,,,4.2,158,"Combination priced by me: APPLARYD (AEPPLARYD) 2-seat sofa GBP799 (W199 D93, height incl. back cushions 82, back height 70, seat depth 61, seat height 47, armrest height 72, armrest width 17) + KIVIK footstool with storage GBP150 (cross-range). APPLARYD chaise longue section is 93cm wide, which would take the 2-seat to 292cm, over the 250cm limit. IKEA UK home delivery priced from the published table on ikea.com/gb/en/customer-service/services/delivery/: heavy/fragile tier - individual box over 25 kg = GBP40 standard."
IKEA,IKEA,VISKAFORS 2-seat sofa + KIVIK footstool with storage,https://www.ikea.com/gb/en/p/viskafors-2-seat-sofa-lejde-grey-green-brown-s89443264/,https://www.ikea.com/gb/en/images/products/viskafors-2-seat-sofa-lejde-grey-green-brown__1577654_pe1033405_s5.jpg,Lejde grey-green/brown / Tibbleby beige-grey,949,,40,989,no,new,no,2,footstool,,no,194,90,74,60,46,,"71% cotton, 21% polyester (100% recycled), 8% viscose/rayon",,yes,,,10 years,,,3.5,42,"Combination priced by me: VISKAFORS 2-seat sofa GBP799 (W194 D90 H74, seat width 148, seat depth 60, seat height 46, armrest width 22) + KIVIK footstool with storage GBP150 (cross-range). IKEA UK home delivery priced from the published table on ikea.com/gb/en/customer-service/services/delivery/: heavy/fragile tier - individual box over 25 kg = GBP40 standard."
IKEA,IKEA,"JATTEBO 2.5-seat modular sofa with chaise longue, left",https://www.ikea.com/gb/en/p/jaettebo-2-5-seat-mod-sofa-w-chaise-longue-left-samsala-dark-yellow-green-s89469490/,https://www.ikea.com/gb/en/images/products/jaettebo-2-5-seat-mod-sofa-w-chaise-longue-left-samsala-dark-yellow-green__1577512_pe1033266_s5.jpg,Samsala dark yellow-green,1350,,40,1390,yes,new,no,2,chaise,left,yes,190,95,71,69,46,,,,yes,foam,"LVL, particleboard, fibreboard, plywood, solid wood, polyurethane foam 30kg/m3",10 years,,,4.2,36,"OVER BUDGET at GBP1390 landed but the closest IKEA match to the Raft Loft brief: low, deep, chunky modular with 25cm-wide square armrests and a 69cm seat depth (the deepest seat IKEA publishes). IKEA publishes W190, overall footprint depth 160cm and height 71cm; the sofa body is 95cm deep. Chaise seat depth 134cm. Cheaper JATTEBO builds: 2-seat modular sofa GBP990 (W190 D95, no leg rest) or 2-seat + chaise longue module GBP675 = GBP1665. IKEA UK home delivery priced from the published table on ikea.com/gb/en/customer-service/services/delivery/: heavy/fragile tier - individual box over 25 kg = GBP40 standard."
Dunelm,Dunelm,Jacob Basket Weave Reversible Compact Corner Chaise Sofa,https://www.dunelm.com/product/jacob-basket-weave-reversible-compact-corner-chaise-sofa-1000294043,https://images.dunelm.com/31033076.jpg?$v8srpgrid$&img404=noimagedefault,Natural,469,,12.95,481.95,no,new,no,3,chaise,reversible,no,180,73,82,55,44,,100% Polyester,,,mixed,,2 Years,,,,,"Dunelm publishes ""H 82cm x W 180cm x D 137/73cm"": 73cm is the sofa body, 137cm the L-shape footprint. Seat dimensions H44 x W164 x D55. Arm height 61cm, leg height 18cm, back height 40cm. Corner section W56 x D137. Reversible left/right. Part assembled, tested to 240kg. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Kelso 3 Seater Chenille Corner Chaise Sofa,https://www.dunelm.com/product/oakley-3-seater-chenille-corner-chaise-sofa-1000287265,https://images.dunelm.com/31047374.jpg?$v8srpgrid$&img404=noimagedefault,,749,,included,749,no,new,no,3,chaise,,no,217,88,91,56,49,,100% Polyester,,,mixed,,2 Years,,,,,"Dunelm publishes ""D 88-150cm"": 88cm is the sofa body, 150cm the L-shape footprint. Seat height 49cm, seat depth 56cm, product weight 45kg. Product URL still uses the old ""oakley"" slug. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Blake Soft Texture Chenille Corner Chaise Sofa,https://www.dunelm.com/product/blake-soft-texture-chenille-corner-chaise-sofa-1000267425,https://images.dunelm.com/30984178.jpg?$v8srpgrid$&img404=noimagedefault,,899,,included,899,no,new,no,4,chaise,,no,211,,76,,,,100% recycled polyester,,,foam,,10 Years,,,4.3,10,"Dunelm publishes only the L-shape footprint depth (D 166cm) plus ""Chaise Width: 89cm"", so overall_depth is blank. For reference the matching Blake 2-seater is 91cm deep. Arm height 64cm, back height 47cm, leg height 4cm, 65kg. Low back (H76) - a low, lounge-y shape. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Baxter II Basket Weave Corner Chaise Sofa,https://www.dunelm.com/product/baxter-ii-basket-weave-corner-chaise-sofa-1000296094,https://images.dunelm.com/31040323.jpg?$v8srpgrid$&img404=noimagedefault,,949,,included,949,no,new,no,3,chaise,,no,191,,89,,,,"Frame: Birch Hardwood, Fabric: 100% Recycled Polyester",,,mixed,Birch hardwood,10 Years,,,,,"Dunelm publishes only the L-shape footprint depth (D 145cm), so overall_depth is blank; the matching Baxter II 3-seater is 80cm deep. Leg height 11cm, back height 50cm, 63kg. Birch hardwood frame. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Abel Basketweave Reversible Corner Chaise Sofa,https://www.dunelm.com/product/abel-basketweave-reversible-corner-chaise-sofa-1000282338,https://images.dunelm.com/31012891.jpg?$v8srpgrid$&img404=noimagedefault,,999,,included,999,no,new,no,3,chaise,reversible,no,190,81,88,,,,Fabric: 100% Recycled Polyester,,,mixed,,10 Years,,,,,"One of the few Dunelm chaise sofas where the sofa-body depth is published separately (D 81cm) from the chaise (Chaise Width 71cm). Arm height 64cm, back height 51cm, leg height 4cm, 67kg box. Reversible left/right. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Sven Soft Texture Chenille Reversible Corner Chaise Sofa,https://www.dunelm.com/product/sven-soft-texture-chenille-reversible-corner-chaise-sofa-1000295172,https://images.dunelm.com/31037963.jpg?$v8srpgrid$&img404=noimagedefault,,999,,included,999,no,new,no,4,chaise,reversible,no,174,93,88,59,44,,"Frame: Birch and OSB, Fabric: 100% Recycled Polyester",,,mixed,Birch and OSB,,,,,,"Sofa-body depth published as 93cm. Seat dimensions H44 x W71.5 x D59. Corner section W55 x D71.5. Arm height 60cm, leg height 12.5cm, back height 44cm. Reversible. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Max Multi Yarn Boucle Corner Chaise Sofa,https://www.dunelm.com/product/max-multi-yarn-boucle-corner-chaise-sofa-1000280257,https://images.dunelm.com/31008223.jpg?$v8srpgrid$&img404=noimagedefault,,999,,included,999,no,new,no,3,chaise,,no,238,,86,,,,"Fabric: 41% Recycled Polyester, 59% Virgin Polyester, Frame: Plywood, Legs: Rubberwood",,,mixed,,10 Years,,,5.0,2,"Dunelm publishes only the L-shape footprint depth (D 167cm) and ""Chaise Width: 133cm"", so overall_depth is blank; the matching Max 2-seater is 92cm deep. Arm height 69cm, back height 44cm, leg height 15cm. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Flori Soft Chenille Corner Chaise Sofa,https://www.dunelm.com/product/flori-corner-chaise-sofa-soft-chenille-1000244780,https://images.dunelm.com/30911054.jpg?$v8srpgrid$&img404=noimagedefault,,1199,,included,1199,no,new,no,3,chaise,,no,228,,94,58,49,,"Frame: Certified Responsibly Sourced Birch and Oriented Strand Board, Fabric: 100% Polyester, Seat Pad Fill: 100% Polyurethane Foam and 100% Polyester Fibre, Back Cushion Fill: 100% Polyester fibre, Legs: Certified Responsibly Sourced Beech",,,mixed,"Birch and OSB, beech legs",,,,5.0,1,"Dunelm publishes only the L-shape footprint depth (D 159cm), so overall_depth is blank; the matching Flori 2-seater is 91cm deep. Seat H49 x W176 x D58. Arm height 67cm, leg height 10cm, back height 45cm. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Barker Flatweave Trundle Corner Chaise Sofa Bed,https://www.dunelm.com/product/barker-flatweave-trundle-corner-chaise-sofa-bed-1000215559,https://images.dunelm.com/31025576.jpg?$v8srpgrid$&img404=noimagedefault,,699,,included,699,no,new,no,3,chaise,,no,217.5,,86,48.5,45,,"Fabric: 100% Recycled Polyester; Frame: Eucalyptus plywood; Legs: Plastic; Seat Filling: Foam, Spring, webbing; Back Filling: Foam, Spring, webbing",,,foam,Eucalyptus plywood,5 Years,,,4.4,102,"Dunelm publishes only the L-shape footprint depth (D 143.5cm), so overall_depth is blank. Seat H45 x W125 x D48.5; chaise W68 x D111; arm height 60.5cm; leg height 5cm. Trundle bed 187 x 111cm plus storage 56.5 x 137.5cm. Sprung foam seat and back. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Blake Soft Texture Chenille 2 Seater Sofa + Blake footstool,https://www.dunelm.com/product/blake-soft-texture-chenille-2-seater-sofa-1000267420,https://images.dunelm.com/30984203.jpg?$v8srpgrid$&img404=noimagedefault,,748,,included,748,no,new,no,2,footstool,,no,147,91,76,,,,100% recycled polyester,,,foam,,10 Years,,,4.2,11,"Combination priced by me: Blake Soft Texture Chenille 2 Seater GBP529 (H76 x W147 x D91, arm height 64, back height 47, leg height 4, 37kg) + Blake Soft Texture Chenille Footstool GBP219 (H76?/W70 x D70, 15kg - https://www.dunelm.com/product/blake-soft-texture-chenille-footstool-1000267423). Width/depth quoted are the sofa only. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Baxter II Basket Weave 3 Seater Sofa + Baxter II footstool,https://www.dunelm.com/product/baxter-ii-basket-weave-3-seater-sofa-1000295224,https://images.dunelm.com/31040345.jpg?$v8srpgrid$&img404=noimagedefault,Warm Natural,938,,included,938,no,new,no,3,footstool,,no,180,80,89,,,,"Frame: Birch Hardwood, Fabric: 100% Recycled Polyester",,,mixed,Birch hardwood,10 Years,,,,,"Combination priced by me: Baxter II Basket Weave 3 Seater GBP679 (H89 x W180 x D80, leg height 11, back height 50) + Baxter II Basket Weave Footstool Warm GBP259 (H38 x W62 x D50, 14kg - https://www.dunelm.com/product/baxter-ii-basket-weave-footstool-warm-1000296090). Width/depth quoted are the sofa only. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Flori Soft Chenille 2 Seater Sofa + Flori footstool,https://www.dunelm.com/product/flori-2-seater-sofa-soft-chenille-1000244777,https://images.dunelm.com/30911081.jpg?$v8srpgrid$&img404=noimagedefault,,1048,,included,1048,no,new,no,2,footstool,,no,176,91,94,58,49,,"Frame: Certified Responsibly Sourced Birch and Oriented Strand Board, Fabric: 100% Polyester, Seat Pad Fill: 100% Polyurethane Foam and 100% Polyester Fibre, Back Cushion Fill: 100% Polyester fibre, Legs: Certified Responsibly Sourced Beech",,,mixed,"Birch and OSB, beech legs",,,,4.8,28,"Combination priced by me: Flori Soft Chenille 2 Seater GBP749 (H94 x W176 x D91, seat H49 x W124 x D58, arm height 67, leg height 10, back height 45) + Flori Soft Chenille Footstool GBP299 (H40 x W63 x D63 - https://www.dunelm.com/product/flori-footstool-soft-chenille-1000244783). Width/depth quoted are the sofa only. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Max Multi Yarn Boucle 2 Seater Sofa + Max storage footstool,https://www.dunelm.com/product/max-multi-yarn-boucle-2-seater-sofa-1000280255,https://images.dunelm.com/31007478.jpg?$v8srpgrid$&img404=noimagedefault,Natural,788,,included,788,no,new,no,2,footstool,,no,164,92,86,,,,"Fabric: 41% Recycled Polyester, 59% Virgin Polyester, Frame: Plywood, Legs: Rubberwood",,,mixed,,10 Years,,,4.4,5,"Combination priced by me: Max Multi Yarn Boucle 2 Seater GBP599 (H86 x W164 x D92, arm height 69, back height 44, leg height 15) + Max Multi Yarn Boucle Storage Footstool GBP189 (H46 x W103 x D63, storage H7 x W93 x D51 - https://www.dunelm.com/product/max-multi-yarn-boucle-storage-footstool-1000280261). Width/depth quoted are the sofa only. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Dunelm,Dunelm,Sven Opulent Velvet 4 Seater Sofa + Sven footstool,https://www.dunelm.com/product/sven-opulent-velvet-4-seater-sofa-1000248844,https://images.dunelm.com/30922656.jpg?$v8srpgrid$&img404=noimagedefault,,1118,,included,1118,no,new,no,4,footstool,,no,194,93,88,59,44,,"Frame: Certified Responsibly Sourced Birch and OSB, Fabric: 100% Polyester, Seat Pad Fill: 100% Polyester Fibre, Back Cushion Fill: 100% Polyester fibre, Legs: Certified Responsibly Sourced Beech, Other Main fabric: 100% Polyester",,,mixed,"Birch and OSB, beech legs",,,,4.5,2,"Combination priced by me: Sven Opulent Velvet 4 Seater GBP899 (H88 x W194 x D93, seat H44 x W163 x D59, arm height 60, leg height 12.5, back height 44) + Sven Opulent Velvet Footstool GBP219 (H41.5 x W64 x D64 - https://www.dunelm.com/product/sven-opulent-velvet-footstool-1000248847). Width/depth quoted are the sofa only. Dunelm publishes ""Large delivery GBP12.95, free over GBP600"" on the product page."
Costco UK,Thomasville,Dillard Grey Fabric Corner Sofa with Reversible Chaise,https://www.costco.co.uk/p/524672,http://www.costco.co.uk/medias/sys_master/images/h8f/h5d/298304233930782.jpg,Grey,689.98,,included,689.98,no,new,no,3,chaise,reversible,no,229.9,101.6,91.5,61,48.2,,Fabric,,,,,,,5 business days,,,"Best all-round fit found: 101.6cm sofa-body depth (Costco lists ""D 101.6 / 174 cm"" - 174cm is the L-shape footprint with the chaise), 61cm seat depth, 229.9cm wide, GBP689.98 delivered. Weight 81.8kg. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,Henredon,Murphy Cream Fabric Corner Sofa with Reversible Chaise,https://www.costco.co.uk/p/551400,http://www.costco.co.uk/medias/sys_master/images/h19/h50/349090844737566.jpg,Natural (cream),599.98,,included,599.98,no,new,no,3,chaise,reversible,no,226.1,91.5,86.9,57.2,47,,Fabric,,,,,,,5 business days,,,"Costco lists ""D 91.5 / 134.6 cm"": 91.5cm is the sofa body, 134.6cm the chaise footprint. Weight 77.2kg. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,Coddle,Aria Beige Fabric Convertible Sofa Bed with Chaise,https://www.costco.co.uk/p/486397,http://www.costco.co.uk/medias/sys_master/images/h00/hff/256988835348510.jpg,Natural (beige),999.99,,included,999.99,no,new,no,3,chaise,,no,226.8,94,94.7,60.9,51.8,,Fabric,,,,,,,5 business days,,,"Costco lists D 94cm for the sofa body and 165.6cm for the chaise; chaise seat depth 132.8cm. Converts to a 195 x 94cm bed. Weight 136kg. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,MOONAP,Monroe Dark Grey Fabric 3 Seater Sofa + Monroe Footstool,https://www.costco.co.uk/p/600315,http://www.costco.co.uk/medias/sys_master/images/h97/hba/468423875100702.jpg,Dark grey,849.97,,included,849.97,no,new,no,3,footstool,,no,202,90,86,71,45,,Fabric,,,,,,,5 business days,,,"Combination priced by me: MOONAP Monroe 3 Seater GBP699.99 (H86 x W202 x D90, seat depth 71cm, seat height 45cm, 48kg) + MOONAP Monroe Footstool GBP149.98 (H45 x W92 x D43, https://www.costco.co.uk/p/600309). 71cm is the deepest published SEAT depth in this sheet - a ""cloud""-style deep sofa. Width/depth quoted are the sofa only. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
