retailer,brand,model,product_url,image_url,colourway_shown,price_gbp,rrp_gbp,delivery_cost_gbp,landed_cost_gbp,over_budget,condition,one_off,seats,leg_rest,chaise_side,modular,overall_width_cm,overall_depth_cm,overall_height_cm,seat_depth_cm,seat_height_cm,arm_style,fabric,easy_clean,removable_covers,seat_filling,frame_material,warranty,returns_window,delivery_lead_time,review_score,review_count,notes
Willow & Hall,Willow & Hall,The Thames Sofa (2 seater) + The Thames Footstool,https://www.willowandhall.co.uk/thames-sofa-green.html,https://www.willowandhall.co.uk/media/catalog/product/8/3/83_5.png,Green boucle,850,1000,80,930,no,new,no,2,footstool,,no,118,76,80,50,45,curved wooden frame,boucle,,,,,,14 days,1-2 weeks (ready for delivery),,,"Sofa GBP714 (was GBP840) + Thames Footstool GBP136 (was GBP160, https://www.willowandhall.co.uk/thames-footstool-green.html, 56x48x40cm). Ready-for-delivery stock so delivery is the cheaper GBP25-80 matrix, not GBP85. COMFORTABLY in budget but FAR too small and shallow for this brief: 118cm wide, 76cm deep, 50cm seat depth. Listed only as the cheapest in-budget sofa+footstool combination on the site. Also available in charcoal at the same price."
Willow & Hall,Willow & Hall,"The Sheen Sofa (2 seater, natural linen) + The Thames Footstool",https://www.willowandhall.co.uk/sheen-sofa-natural-linen.html,https://www.willowandhall.co.uk/media/catalog/product/3/7/37_12.png,Natural linen,744,920,80,824,no,new,no,2,footstool,,no,119,73,81,50,47,"ash wood frame, light wash",linen,,,,,,14 days,1-2 weeks (ready for delivery),,,"Sofa GBP608 (was GBP760) + Thames Footstool GBP136. Cheapest landed cost found anywhere in this search, but at 119cm wide and only 73cm deep it is an extended armchair, not a deep lounge sofa. Included for completeness at the bottom of the budget."
Arlo & Jacob,Arlo & Jacob,Sephy Small Sofa in Arctic Weave Alpine (outlet) + Qube Small Footstool (outlet),https://www.arloandjacob.com/out-0726-26,https://www.arloandjacob.com/media/catalog/product/s/s/ss-021-1920px_1_2.jpg,Arctic Weave Alpine,1336,3340,179,1515,yes,clearance,yes,2,footstool,,no,165,95,77,67,42,"enveloping shell-shape backrest, arm height 73cm",Arctic Weave,,,foam,,5 years,,Available now (in stock),,,"Sofa GBP1,118 (was GBP2,795, single outlet piece, SKU Out-0726-26) + Qube Small Footstool in Filey Clover, outlet GBP218 (was GBP545), 43x43x47cm, https://www.arloandjacob.com/out-0826-39. Delivery is A&J's flat GBP179 'up to 2 items' mainland UK rate (assembled in room, packaging taken away). SOFA ALONE lands at GBP1,297 - still over the GBP1,200 cap and with no leg rest. 67cm seat depth is the best seat depth of anything found in this search, and the low 42cm seat height suits a lounging posture, but 95cm overall depth is 17cm short of the Raft Loft. Fixed foam seat cushions (not removable/plumpable), brass-capped beech legs. Can be split for access."
Arlo & Jacob,Arlo & Jacob,Sephy Medium Sofa in Arctic Weave Terracotta (outlet) + Qube Small Footstool (outlet),https://www.arloandjacob.com/out-0826-43,https://www.arloandjacob.com/media/catalog/product/i/m/img_052.jpg,Arctic Weave Terracotta,1376,3440,179,1555,yes,clearance,yes,3,footstool,,no,190,95,77,67,42,"enveloping shell-shape backrest, arm height 73cm",Arctic Weave,,,foam,,5 years,,Available now (in stock),,,"Sofa GBP1,158 (was GBP2,895) + Qube Small Footstool in Filey Clover, outlet GBP218 (was GBP545), 43x43x47cm, https://www.arloandjacob.com/out-0826-39. Same 95cm depth / 67cm seat depth as the Sephy Small but 190cm wide with 141cm internal width. Cannot be split, so check access. A third Sephy Medium in Linara Mulberry is GBP1,238 (https://www.arloandjacob.com/out-0726-24). Sofa alone lands at GBP1,337."
Arlo & Jacob,Arlo & Jacob,Hugo Medium Sofa in Aqua Chenille Cinder (outlet) + Qube Small Footstool (outlet),https://www.arloandjacob.com/out-0826-87,https://www.arloandjacob.com/media/catalog/product/o/u/out-0826-87-1920px.jpg,Aqua Chenille Cinder,2183,3820,179,2362,yes,clearance,yes,3,footstool,,no,170,99,95,65,56,arm height 61cm,Aqua Clean chenille,yes,,,,5 years,,Available now (in stock),,,"Sofa GBP1,965 (was GBP3,275) + Qube Small Footstool in Filey Clover, outlet GBP218 (was GBP545), 43x43x47cm, https://www.arloandjacob.com/out-0826-39. Badged AS NEW (cancelled order rather than ex-display). 99cm deep with a 65cm seat and a high 56cm seat height - the deepest non-modular A&J outlet sofa, and only 170cm wide. Aqua Clean fabric is water-cleanable. Can be split. Roughly GBP1,160 over budget."
Arlo & Jacob,Arlo & Jacob,Otti Medium Sofa (2PC) in Arctic Weave Stilling Grey (outlet) + Qube Small Footstool (outlet),https://www.arloandjacob.com/out-0826-86,https://www.arloandjacob.com/media/catalog/product/o/u/out-0826-86-1920px.jpg,Arctic Weave Stilling Grey,2345,4090,179,2524,yes,clearance,yes,3,footstool,,yes,200,100,84,58,46,"low wide arm, arm height 63cm",Arctic Weave,,,,,5 years,,Available now (in stock),,,"Sofa GBP2,127 (was GBP3,545) + Qube Small Footstool in Filey Clover, outlet GBP218 (was GBP545), 43x43x47cm, https://www.arloandjacob.com/out-0826-39. The ONLY A&J outlet sofa that hits the 100cm overall-depth target, and it is 2-piece/modular with a low 84cm back and 46cm seat - closest thing in this search to the Raft Loft silhouette. 200cm wide. Otti Grande (2PC) in Salt Ecru is the same range at GBP2,367 (https://www.arloandjacob.com/out-0826-84). Roughly GBP1,320 over budget."
Snug eBay outlet (Snug sofa clearance),Bridgman,Harrogate Love Seat and footstool - showroom model,https://www.ebay.co.uk/itm/187662289891,https://i.ebayimg.com/images/g/Me4AAeSwxUdo87de/s-l1600.jpg,Green,799,,50,849,no,ex-display,yes,1,footstool,,no,110,125,74,,,pad arm,polyester blend,,,foam,,,14 days (buyer pays return postage),Est. 5-10 days from Enfield; free collection within 15mi,,,"FAILS the 2-seat test: seller's own item specifics say Seating Capacity 1 despite the 'Love Seat' name, and it is only 110cm wide. Included because it is one of only two in-budget sofa+footstool bundles in the Snug eBay outlet. eBay specifics publish Item Width 110cm / Item Length 125cm / Item Height 74cm - length mapped to overall depth. Seller notes: 'Almost perfect condition - ex showroom display'. 45kg, no assembly. Bridgman stock sold through the Snug outlet store, not a Snug product."
Snug eBay outlet (Snug sofa clearance),Bridgman,Limehouse Love Seat and footstool - showroom model,https://www.ebay.co.uk/itm/187662301344,https://i.ebayimg.com/images/g/OF4AAeSwTKNo87kH/s-l1600.jpg,Orange,999,,50,1049,no,ex-display,yes,1,footstool,,no,94,110,81,55,,pad arm,polyester blend,,,foam,,,14 days (buyer pays return postage),Est. 5-10 days from Enfield; free collection within 15mi,,,"FAILS the 2-seat test: Seating Capacity 1 per the seller's item specifics, 94cm wide. eBay publishes Item Width 94cm / Item Length 110cm / Item Height 81cm / Seat Depth 55cm - length mapped to overall depth. Ex-showroom display, 45kg, no assembly. Bridgman stock sold via the Snug outlet store."
Willow & Hall,Willow & Hall,The Minety 4 Seater Modular Chaise Storage Sofa,https://www.willowandhall.co.uk/the-minety-modular-chaise-storage-sofa.html,https://www.willowandhall.co.uk/media/wysiwyg/minety_modular_chaise_storage_sofa.png,,2465,2900,85,2550,yes,new,no,4,chaise,,yes,228,90,95,55,47,,,,yes,,solid hardwood,25 years (frame),14 days,4-5 weeks (made to order),,,"Chaise Depth (L) 188cm - i.e. the chaise gives 188cm of leg support against the Raft Loft's 112cm - inside the 250cm width limit at 228cm, MODULAR, and with storage under the chaise. Currently 15% off in the August sale (was GBP2,900). The chaise appears only from the 4-seater configuration up; smaller Minety modular sizes (1str GBP850 / 2str GBP947.75 / 3str GBP994.50) are chaise-less and would be in budget but have no leg rest. Chaise side not published on the configurator - confirm with W&H. Roughly GBP1,350 over budget."
Willow & Hall,Willow & Hall,The Deverill 4 Seater Modular Chaise Sofa,https://www.willowandhall.co.uk/the-deverill-modular-chaise-sofa.html,https://www.willowandhall.co.uk/media/wysiwyg/Deverill_Modular_Chaise_Storage_Sofa_2.png,,2579.75,3035,85,2664.75,yes,new,no,4,chaise,,yes,221,94,95,54,48,armless / slim,,,yes,,solid hardwood,25 years (frame),14 days,4-5 weeks (made to order),,,"Chaise Depth (L) 211cm - the longest chaise return found in this search - at only 221cm overall width. Fully modular and armless so it can be reconfigured or extended later. 15% off in the August sale (was GBP3,035). Chaise-less Deverill sizes are far cheaper (Love Seat GBP816 / 2str GBP935 / 3str GBP994.50) but have no leg rest. Chaise side not published - confirm with W&H. Roughly GBP1,460 over budget."
